parcela,arvore,comum,cientifico,familia,dap2012,hcom,ht,vertical,luminosidade
T06,133,envira,Xylopia sp.,Annonaceae,12.8,10.87,14.94,S,3
T06,134,matamata,Eschweilera parviflora,Lecythidaceae,21.6,12.19,22.09,S,2
T06,136,macaranduba,Manilkara huberi,Sapotaceae,58,26.96,43.88,E,1
T06,137,matamata,Eschweilera amazonica,Lecythidaceae,32.4,16.08,31.44,C,1
T06,138,iperana,Eperua bijuga,Fabaceae,10.6,11.28,16.17,S,1
T06,141,jatereu,Lecythis idatimon,Lecythidaceae,12,8.64,16.84,S,1
T06,142,axixa,Sterculia pruriens,Malvaceae,56.4,25.84,36.63,E,1
T06,144,jarana,Lecythis lurida,Lecythidaceae,46.2,25,32.62,C,1
T06,146,abiurana,Pouteria gongrijpii,Sapotaceae,75,23.03,42.3,E,1
T06,147,morta,NA,NA,50.5,NA,32.2,NA,NA
T06,150,cucutitiriba,Pouteria sp.,Sapotaceae,20.2,12.84,16.09,S,2
T06,151,iperana,Eperua bijuga,Fabaceae,18.2,9.32,15.41,S,2
T06,153,goiabao,Pradosia cochlearia,Sapotaceae,40,21.37,31.54,E,1
T06,154,goiabao,Pradosia cochlearia,Sapotaceae,54.5,26.72,41.29,E,1
T06,155,burangica,Galipea trifoliata,Rutaceae,10.9,2.57,8.14,S,2
T06,156,matamata,Eschweilera amazonica,Lecythidaceae,56,21.69,35.58,E,1
T06,157,axixa,Sterculia pruriens,Malvaceae,10.3,4.44,11.22,S,1
T06,158,morta,NA,NA,32.5,NA,16.64,NA,NA
T06,159,iperana,Eperua bijuga,Fabaceae,22.1,14.69,20.63,S,2
T06,162,iperana,Eperua bijuga,Fabaceae,17.7,8.28,18.87,S,2
T06,163,goiabao,Pradosia cochlearia,Sapotaceae,38.5,23.69,31.24,C,2
T06,164,tento,Ormosia grossa,Fabaceae,15.7,9.97,14.32,S,2
T06,165,abiurana,Pouteria gongrijpii,Sapotaceae,36.5,19.33,33.07,C,2
T06,166,tanibuca,Terminalia amazonia,Combretaceae,42,20.4,30.29,C,2
T06,167,parajuba,Manilkara bidentata,Sapotaceae,56,22.89,34.83,C,2
T06,168,parajuba,Manilkara bidentata,Sapotaceae,55.4,19.21,30.04,C,2
T06,169,abiurana casca fina,Pouteria retinervis,Sapotaceae,35,17.63,24.96,S,2
T06,170,iperana,Eperua bijuga,Fabaceae,35.3,16.51,27.65,C,2
T06,171,goiabao,Pradosia cochlearia,Sapotaceae,44,21.53,29.49,C,2
T06,172,jutai-mirim,Hymenaea parvifolia,Fabaceae,40.5,25.12,32.13,C,2
T06,173,jutai-pororoca,Dialium guianense,Fabaceae,42,20.93,30.53,C,2
T06,174,jatoba,Hymenaea courbaril,Fabaceae,38.6,25.05,39.68,C,2
T06,175,jatereu,Lecythis idatimon,Lecythidaceae,39.3,17.76,26.22,S,2
T06,176,barrote,Tetragastris altissima,Burseraceae,45,21.5,27.27,S,2
T06,177,seringarana,Micrandra minor,Euphorbiaceae,41,27.98,33.68,C,2
T06,178,abiurana,Pouteria gongrijpii,Sapotaceae,60.7,31.32,38.09,C,2
T06,179,mato,NA,NA,43.8,24.78,29.55,C,2
T06,180,iperana,Eperua bijuga,Fabaceae,41.5,15.34,21.22,C,2
T06,181,abiurana branca,Pouteria guianensis,Sapotaceae,49.9,25.12,30.45,C,2
T06,182,abiurana,Pouteria gongrijpii,Sapotaceae,37.3,23.01,31.18,C,2
T06,183,ucuuba,Virola michelii,Myristicaceae,44.4,26.49,34.48,C,2
T06,184,breu barrote,Tetragastris panamensis,Burseraceae,45,20.1,28.89,S,2
T06,185,pau-jacare,Laetia procera,Salicaceae,37.5,23.63,29.72,C,2
T06,186,breu barrote,Tetragastris panamensis,Burseraceae,43.9,21.07,29.72,S,2
T06,187,fava orelha-de-macaco,Enterolobium schomburgkii,Fabaceae,73.3,24.46,37.66,C,2
T06,188,tauari,Couratari stellata,Lecythidaceae,55,35.26,40.36,C,2
T06,189,abiurana,Pouteria gongrijpii,Sapotaceae,56,31.69,44.39,C,2
T06,190,parajuba,Manilkara bidentata,Sapotaceae,39.8,26.63,31.35,S,2
T06,191,uxi,Endopleura uchi,Humiriaceae,37.5,23.62,29.66,S,2
T07,1,timborana,Pseudopiptadenia suaveolens,Fabaceae,50,25.53,39,E,1
T07,2,casca seca,Licania canescens,Chrysobalanaceae,43,18.53,32.61,S,2
T07,3,uxirana,Sacoglottis guianensis,Humiriaceae,33.8,18.91,30.72,S,2
T07,5,ucuuba,Virola michelii,Myristicaceae,33.7,30.34,53.7,S,1
T07,6,tanibuca,Terminalia amazonia,Combretaceae,55,36.23,43.06,E,1
T07,7,capueiro,Rinorea guianensis,Violaceae,15.5,10.71,21.6,S,2
T07,8,capueiro,Rinorea guianensis,Violaceae,10.8,7.76,14.93,S,2
T07,10,capueiro,Rinorea guianensis,Violaceae,23.2,8.99,19.27,S,2
T07,15,capueiro,Rinorea guianensis,Violaceae,10.8,6.42,10.94,S,2
T07,16,inga,Inga marginata,Fabaceae,20.2,14.35,22.38,S,2
T07,18,capueiro,Rinorea guianensis,Violaceae,18.9,14.33,21.26,S,3
T07,19,capueiro,Rinorea guianensis,Violaceae,11,4.93,7.28,S,3
T07,22,matamata,Eschweilera amazonica,Lecythidaceae,26.5,17.61,25.35,S,3
T07,23,capueiro,Rinorea guianensis,Violaceae,22.4,7.94,13.4,S,2
T07,24,carapanauba,Aspidosperma excelsum,Apocynaceae,92.1,29.29,40.44,E,1
T07,25,uxi,Endopleura uchi,Humiriaceae,74.7,27.36,42.22,E,1
T07,26,abiurana,Pouteria gongrijpii,Sapotaceae,42.3,21.13,35.91,S,2
T07,27,louro,Ocotea canaliculata,Lauraceae,40.2,20.8,36.83,C,2
T07,28,capueiro,Rinorea guianensis,Violaceae,12.3,9.13,11.92,S,2
T07,30,louro vermelho,Sextonia rubra,Lauraceae,87.6,30.34,50.14,E,1
T07,32,jatereu,Lecythis idatimon,Lecythidaceae,17.5,10.97,13.95,E,1
T07,33,capueiro,Rinorea guianensis,Violaceae,24.9,14.2,20.76,S,2
T07,34,matamata,Eschweilera amazonica,Lecythidaceae,38.9,18.12,29.42,S,1
T07,37,matamata,Eschweilera parviflora,Lecythidaceae,36.7,10.65,20.33,C,1
T07,39,capueiro,Rinorea guianensis,Violaceae,11.1,8.85,15.66,S,2
T07,40,joao-mole,Neea oppositifolia,Nyctaginaceae,55,25.59,41.59,E,1
T07,42,tachi branco,Tachigali paniculata,Fabaceae,37.2,17.23,29,E,1
T07,46,tachi preto,Tachigali myrmecophila,Fabaceae,16,10.37,17.47,S,2
T07,47,morta,NA,NA,14.5,NA,8.46,NA,NA
T07,49,breu branco,Protium paniculatum,Burseraceae,11.5,8.62,15.63,S,2
T07,51,matamata,Eschweilera amazonica,Lecythidaceae,58.8,17.67,30.22,C,1
T07,53,uxi,Endopleura uchi,Humiriaceae,89.8,28.68,39.47,E,1
T07,58,papo-de-mutum,Lacunaria jenmanii,Ochnaceae,24.5,16.15,23.65,S,2
T07,60,barrote,Tetragastris altissima,Burseraceae,47,13.08,31.86,C,1
T07,62,ucurana,Sloanea guianensis,Elaeocarpaceae,70,13.98,23.11,E,1
T07,63,capueiro,Rinorea guianensis,Violaceae,18.7,14.79,21.03,S,3
T07,65,uxirana,Sacoglottis guianensis,Humiriaceae,42.5,12.07,15.27,C,1
T07,66,capueiro,Rinorea guianensis,Violaceae,14.6,12.98,18.31,S,3
T07,67,mapatirana,Pourouma villosa,Urticaceae,39.8,15.95,27.41,C,1
T07,68,uxi,Endopleura uchi,Humiriaceae,10.2,8.04,15.14,S,2
T07,69,capueiro,Rinorea guianensis,Violaceae,10.1,9.72,17.04,S,2
T07,72,pau-jacare,Laetia procera,Salicaceae,64.2,29.35,37.16,E,1
T07,73,caramuxi,Pouteria hispida,Sapotaceae,54.1,23.84,35.95,E,1
T07,74,morta,NA,NA,22.2,NA,11.27,NA,NA
T07,75,matamata,Eschweilera parviflora,Lecythidaceae,49.4,18.69,29.42,C,1
T07,76,macaranduba,Manilkara huberi,Sapotaceae,82.2,36.88,45.73,E,1
T07,77,piquia,Caryocar villosum,Caryocaraceae,150.7,24.01,36.63,C,1
T07,80,abiurana,Pouteria gongrijpii,Sapotaceae,21.5,19.59,26.84,C,2
T07,83,molongo,Ambelania acida,Apocynaceae,10.3,6.27,9.02,S,2
T07,84,capueiro,Rinorea guianensis,Violaceae,31.8,18.75,23.23,S,1
T07,86,jatereu,Lecythis idatimon,Lecythidaceae,12.5,11.33,13.37,S,2
T07,87,inga,Inga marginata,Fabaceae,11.7,14.33,19.14,S,2
T07,89,morta,NA,NA,17.8,NA,4.31,NA,NA
T07,90,uxirana,Sacoglottis guianensis,Humiriaceae,21.8,18.29,30.19,S,2
T07,92,matamata,Eschweilera amazonica,Lecythidaceae,49.5,15.96,29.26,C,1
T07,93,macucu,Licania guianensis,Chrysobalanaceae,37.8,30.34,43.68,C,1
T07,94,inga,Inga marginata,Fabaceae,80,22.4,39.01,E,1
T07,95,jatereu,Lecythis idatimon,Lecythidaceae,24.8,10.57,18.7,S,1
T07,96,abiurana,Pouteria gongrijpii,Sapotaceae,35.8,8.77,16.51,S,1
T07,99,jatereu,Lecythis idatimon,Lecythidaceae,23.3,15.49,26.08,S,2
T07,105,capueiro,Rinorea guianensis,Violaceae,15.6,11.52,19.86,S,1
T07,106,jatereu,Lecythis idatimon,Lecythidaceae,40.5,32.68,37.78,S,1
T07,107,guajara,Pouteria sp.,Sapotaceae,54.8,31.28,47.88,E,1
T07,109,merauba,Mouriri collocarpa,Melastomataceae,41.2,22.3,33.41,S,1
T07,111,abiurana,Pouteria gongrijpii,Sapotaceae,33.5,20.47,36.6,S,2
T07,113,muiratinga,Maquira coriacea,Moraceae,43.6,24.67,40.74,C,1
T07,114,abiurana,Pouteria gongrijpii,Sapotaceae,47.9,25.16,43.02,C,1
T07,115,carapanauba,Aspidosperma excelsum,Apocynaceae,91,30.22,46.63,E,1
T07,119,casca seca,Licania canescens,Chrysobalanaceae,62.4,16.86,31.95,C,1
T07,120,morta,NA,NA,82.1,NA,9.7,NA,NA
T07,121,anani,Symphonia globulifera,Clusiaceae,46.1,19.14,35,C,1
T07,122,macaranduba,Manilkara huberi,Sapotaceae,87.8,29.06,43.14,E,1
T07,125,inga,Inga marginata,Fabaceae,44.1,19.74,38.76,E,1
T07,126,angelim amarelo,Hymenolobium heterocarpum,Fabaceae,55,15.98,30.07,E,1
T07,128,jatereu,Lecythis idatimon,Lecythidaceae,11.7,11.24,16.38,S,3
T07,129,caqui,Diospyros guianensis,Ebenaceae,13.7,12.68,18.02,S,3
T07,131,araca,Myrcia deflexa,Myrtaceae,19.9,14.38,30.11,E,1
T07,132,seringueira,Hevea brasiliensis,Euphorbiaceae,64.6,20.7,32.29,E,1
T07,133,matamata,Eschweilera amazonica,Lecythidaceae,35.5,14.12,29.14,S,2
T07,134,capueiro,Rinorea guianensis,Violaceae,10.1,10.28,13.46,S,2
T07,135,abiu cutite,NA,NA,14.2,10.32,18.53,S,2
T07,136,jatereu,Lecythis idatimon,Lecythidaceae,13.7,5.07,11.03,S,2
T07,137,capueiro,Rinorea guianensis,Violaceae,11.8,6.21,13.73,S,2
T07,138,capueiro,Rinorea guianensis,Violaceae,11.1,7.52,13.22,S,2
T07,139,capueiro,Rinorea guianensis,Violaceae,14.5,9.01,14.91,S,1
T07,142,parajuba,Manilkara bidentata,Sapotaceae,56.4,23.49,35.03,S,1
T07,144,capueiro,Rinorea guianensis,Violaceae,12.8,11.3,31.51,S,2
T07,145,matamata,Eschweilera amazonica,Lecythidaceae,23.1,24.79,33.06,S,2
T07,146,muirapiranga,Brosimum rubescens,Moraceae,46.1,25.29,39.96,E,1
T07,147,piquia,Caryocar villosum,Caryocaraceae,61.5,26.77,41.13,S,1
T07,148,matamata,Eschweilera amazonica,Lecythidaceae,56.6,30.58,39.26,C,1
T07,149,maracatiara,Astronium graveolens,Anacardiaceae,60.5,33.91,49.86,C,1
T07,151,abiurana,Pouteria gongrijpii,Sapotaceae,36.6,15.87,24.74,C,1
T07,152,jatereu,Lecythis idatimon,Lecythidaceae,13.1,11.87,22.68,S,3
T07,153,copaiba,Copaifera reticulata,Fabaceae,42.3,17.01,24.65,C,2
T07,154,casca seca,Licania canescens,Chrysobalanaceae,47.4,19.96,29.33,C,2
T07,155,macucu,Licania guianensis,Chrysobalanaceae,39,24.08,36.76,C,2
T07,156,guajara-bolacha,Pouteria oppositifolia,Sapotaceae,35.5,15.89,21.04,C,2
T07,157,matamata preto,Eschweilera ovata,Lecythidaceae,43,15.84,20.98,C,2
T07,158,abiurana branca,Pouteria guianensis,Sapotaceae,35.7,14.67,29.44,C,2
T07,159,jatereu,Lecythis idatimon,Lecythidaceae,43,18.5,32.1,C,2
T07,160,morta,NA,NA,36.3,NA,4.41,NA,NA
T07,161,caramuxi,Pouteria hispida,Sapotaceae,40.5,19.15,31.11,C,2
T07,162,manguerana,Tovomita sp.,Clusiaceae,39.6,18.45,35.7,S,2
T07,163,matamata branco,Eschweilera coriacea,Lecythidaceae,50,15.79,34.49,C,2
T07,164,caramuxi,Pouteria hispida,Sapotaceae,45.5,23.88,31.64,C,2
T07,165,pau-jacare,Laetia procera,Salicaceae,45.4,21.51,33.53,C,2
T07,166,jatereu,Lecythis idatimon,Lecythidaceae,41.6,19.15,28.97,C,2
T07,167,jaranucu,Lecythis sp.,Lecythidaceae,38,22.94,32.58,C,2
T07,168,parajuba,Manilkara bidentata,Sapotaceae,57.5,26.64,37.71,C,2
T07,169,caramuxi,Pouteria hispida,Sapotaceae,41.5,24.34,34.79,C,2
T07,170,morta,NA,NA,58.7,NA,23.7,NA,NA
T07,171,matamata preto,Eschweilera ovata,Lecythidaceae,44.7,27.37,38.7,C,2
T07,172,macaranduba,Manilkara huberi,Sapotaceae,64,24.64,37.26,C,2
T07,173,jutai-mirim,Hymenaea parvifolia,Fabaceae,60.5,34.97,46.11,C,2
T07,174,breu barrote,Tetragastris panamensis,Burseraceae,37.7,16.79,30.35,C,2
T07,175,abiurana casca fina,Pouteria retinervis,Sapotaceae,36.5,21.04,31.2,C,2
T07,176,parajuba,Manilkara bidentata,Sapotaceae,36.5,22.61,29.76,C,2
T07,177,envira-cana,Xylopia nitida,Annonaceae,42.6,28.84,37.88,C,2
T07,178,matamata branco,Eschweilera coriacea,Lecythidaceae,44.5,19.18,28.04,C,2
T07,179,breu barrote,Tetragastris panamensis,Burseraceae,40,18.48,29.67,C,2
T07,180,morta,NA,NA,51.5,NA,2.8,NA,NA
T07,181,roxinho,Peltogyne lecointei,Fabaceae,52,24.33,40.21,C,2
T07,182,matamata branco,Eschweilera coriacea,Lecythidaceae,42,16.12,23.73,C,2
T07,183,freijo branco,Cordia scabrifolia,Boraginaceae,46.8,26.41,34.77,C,2
T07,184,matamata branco,Eschweilera coriacea,Lecythidaceae,45.2,19.04,31.34,C,2
T07,185,caqui,Diospyros guianensis,Ebenaceae,37.4,8.93,15.57,C,2
T07,186,morta,NA,NA,75.3,NA,11.84,NA,NA
T08,1,morta,NA,NA,33,NA,2.08,NA,NA
T08,2,morta,NA,NA,15.8,NA,13.01,NA,NA
T08,3,abiu cutite,NA,NA,11.4,6.98,10.68,S,3
T08,5,freijo branco,Cordia scabrifolia,Boraginaceae,27.8,14.87,22.17,S,2
T08,10,abiu cutite,NA,NA,24.2,12.29,18.9,S,2
T08,13,tachi preto,Tachigali myrmecophila,Fabaceae,55,24.39,41.72,E,1
T08,15,jatereu,Lecythis idatimon,Lecythidaceae,11.7,7.97,14.21,S,2
T08,17,caramuxi,Pouteria hispida,Sapotaceae,41.6,21,34.62,C,1
T08,18,matamata,Eschweilera parviflora,Lecythidaceae,60.6,30.93,43.02,C,1
T08,20,papuda,NA,NA,18.1,18.11,24.98,S,2
T08,21,goiabao,Pradosia cochlearia,Sapotaceae,58.4,23.95,48.23,S,1
T08,24,guajara,Pouteria sp.,Sapotaceae,58,30.34,46.81,C,1
T08,25,abiurana,Pouteria gongrijpii,Sapotaceae,50,21.92,37.32,C,1
T08,26,macaranduba,Manilkara huberi,Sapotaceae,52.5,19.87,35.52,C,1
T08,30,arataciu,Sagotia racemosa,Euphorbiaceae,14.2,8.14,14.75,S,2
T08,31,angelim vermelho,Dinizia excelsa,Fabaceae,151,30.2,47.11,E,1
T08,32,jatereu,Lecythis idatimon,Lecythidaceae,17.9,14.27,21.95,S,2
T08,33,seringueira,Hevea brasiliensis,Euphorbiaceae,11.5,5.46,8.07,S,2
T08,34,matamata,Eschweilera parviflora,Lecythidaceae,20.3,9.54,15.73,S,2
T08,40,fava orelha-de-macaco,Enterolobium schomburgkii,Fabaceae,55,30.93,47.73,E,1
T08,41,capueiro,Rinorea guianensis,Violaceae,12.5,24.19,38.55,S,1
T08,43,breu vermelho,Protium hebetatum,Burseraceae,24.7,15.58,26.1,S,1
T08,44,jatereu,Lecythis idatimon,Lecythidaceae,10.2,6.88,11.97,S,2
T08,45,pintadinho,Poeppigia procera,Fabaceae,22,15.09,24.77,S,2
T08,46,matamata,Eschweilera amazonica,Lecythidaceae,35.6,16.62,26.98,S,1
T08,49,morta,NA,NA,17.2,NA,9.17,NA,NA
T08,53,matamata,Eschweilera parviflora,Lecythidaceae,28.7,11.51,25.85,S,2
T08,60,abiurana,Pouteria gongrijpii,Sapotaceae,33.2,15.04,26.76,S,2
T08,63,matamata,Eschweilera parviflora,Lecythidaceae,41.7,20.36,31.17,C,2
T08,64,inga,Inga marginata,Fabaceae,11.9,12.24,18.16,S,3
T08,66,cucutitiriba,Pouteria sp.,Sapotaceae,13.9,13.9,20.71,S,3
T08,71,jarana,Lecythis lurida,Lecythidaceae,83.7,32.81,44.39,E,1
T08,72,seringueira,Hevea brasiliensis,Euphorbiaceae,76.8,38.2,53.07,E,1
T08,73,abiurana,Pouteria gongrijpii,Sapotaceae,60.3,17.3,23.27,C,1
T08,75,envira-cana,Xylopia nitida,Annonaceae,44.5,18.84,36.67,C,1
T08,76,burangica,Galipea trifoliata,Rutaceae,13.5,7.95,13.2,S,2
T08,77,matamata,Eschweilera amazonica,Lecythidaceae,59.5,20.71,34.19,E,1
T08,78,axixa,Sterculia pruriens,Malvaceae,29,20.43,33.66,C,1
T08,79,matamata,Eschweilera amazonica,Lecythidaceae,26.4,17.55,20.12,S,2
T08,80,matamata,Eschweilera amazonica,Lecythidaceae,35,16.35,26.55,S,1
T08,81,matamata,Eschweilera amazonica,Lecythidaceae,18.4,11.46,21.64,S,2
T08,83,morta,NA,NA,51,NA,5.78,NA,NA
T08,85,morta,NA,NA,28.1,NA,6.9,NA,NA
T08,86,abiurana,Pouteria gongrijpii,Sapotaceae,48,29.52,41.14,E,1
T08,87,jatereu,Lecythis idatimon,Lecythidaceae,11,7.12,11.22,S,3
T08,88,morta,NA,NA,14.8,NA,6.67,NA,NA
T08,90,uxi,Endopleura uchi,Humiriaceae,53.2,18.78,28.29,S,1
T08,92,matamata,Eschweilera amazonica,Lecythidaceae,23.5,13.5,25.64,S,1
T08,93,morta,NA,NA,32.3,NA,18.18,NA,NA
T08,94,andirobarana,Guarea guidonia,Meliaceae,38.6,11.45,24.52,S,2
T08,96,abiurana,Pouteria gongrijpii,Sapotaceae,55,25.58,40.37,C,2
T08,97,inhare,Helicostylis sp.,Moraceae,44.2,26.5,42.26,C,2
T08,98,inga amarelo,Inga sp.,Fabaceae,14.9,11.93,23.13,S,2
T08,100,uxi,Endopleura uchi,Humiriaceae,70.6,25.09,40.91,E,1
T08,102,morta,NA,NA,36.7,NA,35.39,NA,NA
T08,106,jatereu,Lecythis idatimon,Lecythidaceae,10,10.43,13.9,S,2
T08,107,breu branco,Protium paniculatum,Burseraceae,37.2,19.27,27.31,S,2
T08,108,ata preta,Annona sp.,Annonaceae,10.7,8.92,15.07,S,2
T08,110,jatereu,Lecythis idatimon,Lecythidaceae,13.4,15,20.41,S,2
T08,112,barrote,Tetragastris altissima,Burseraceae,49.3,27.92,38.24,S,2
T08,114,abiu cutite,NA,NA,50.2,20.22,33.43,S,1
T08,115,matamata,Eschweilera parviflora,Lecythidaceae,17.8,14.9,18.8,S,3
T08,117,escorrega-macaco,Capirona decorticans,Rubiaceae,82,29.26,43.63,E,1
T08,120,tachi,Tachigali myrmecophila,Fabaceae,60,30.45,48.23,E,1
T08,122,matamata,Eschweilera parviflora,Lecythidaceae,19.1,14.79,23.1,S,2
T08,124,matamata,Eschweilera amazonica,Lecythidaceae,36.8,14.61,25.51,S,1
T08,125,matamata,Eschweilera parviflora,Lecythidaceae,14.6,4.68,9.49,S,2
T08,126,cupiuba,Goupia glabra,Goupiaceae,62.6,16.19,29.98,E,1
T08,133,abiurana,Pouteria gongrijpii,Sapotaceae,51.5,24.71,37.23,C,1
T08,134,seringarana,Micrandra minor,Euphorbiaceae,69,26.77,38.54,C,1
T08,135,jatereu,Lecythis idatimon,Lecythidaceae,19.5,11.31,17.17,S,3
T08,139,matamata,Eschweilera parviflora,Lecythidaceae,35.3,15.92,26.91,C,1
T08,140,matamata,Eschweilera amazonica,Lecythidaceae,48.5,17.74,33.37,S,2
T08,141,matamata,Eschweilera amazonica,Lecythidaceae,51,16.8,35.56,S,3
T08,142,capueiro,Rinorea guianensis,Violaceae,17.8,15.13,23.34,S,3
T08,145,matamata,Eschweilera amazonica,Lecythidaceae,38.1,21.51,39.99,C,1
T08,147,ingarana,Inga sp.,Fabaceae,41,12.67,22.98,S,3
T08,149,matamata,Eschweilera amazonica,Lecythidaceae,18,8.67,14.4,E,1
T08,150,tachi,Tachigali myrmecophila,Fabaceae,93.6,27.98,41.32,S,2
T08,153,matamata,Eschweilera parviflora,Lecythidaceae,57.5,27.52,45.28,C,1
T08,156,tachirana,Stryphnodendron paniculatum,Fabaceae,84.7,34.5,53.24,E,1
T08,157,matamata,Eschweilera amazonica,Lecythidaceae,13.6,11.66,18.88,S,2
T08,158,matamata,Eschweilera amazonica,Lecythidaceae,54.1,19.73,41.5,S,3
T08,160,uxirana,Sacoglottis guianensis,Humiriaceae,25.6,11.89,19.04,S,2
T08,164,freijo branco,Cordia scabrifolia,Boraginaceae,33.5,22.16,33.92,C,2
T08,165,abiurana casca fina,Pouteria retinervis,Sapotaceae,11.7,11.84,20.14,S,3
T08,167,tachi preto,Tachigali myrmecophila,Fabaceae,95.6,27.44,48.84,E,1
T08,168,balsamo,Myroxylon peruiferum,Fabaceae,13.3,7.57,12.86,S,3
T08,169,capueiro,Rinorea guianensis,Violaceae,21.7,16.34,22.46,S,2
T08,170,matamata,Eschweilera parviflora,Lecythidaceae,26.1,13.39,24.32,S,1
T08,177,parajuba,Manilkara bidentata,Sapotaceae,17.9,14.16,22.61,S,3
T08,183,jatoba,Hymenaea courbaril,Fabaceae,50.2,17.59,26.63,C,2
T08,184,matamata branco,Eschweilera coriacea,Lecythidaceae,47.3,20.97,42.4,C,2
T08,185,mapatirana,Pourouma villosa,Urticaceae,52.3,31.57,43.37,C,2
T08,186,envira preta,Guatteria schomburgkiana,Annonaceae,39.8,23.54,36.94,C,2
T08,187,macucu-de-sangue,Licania heteromorpha,Chrysobalanaceae,46.5,25.25,31.77,C,2
T08,188,abiurana,Pouteria gongrijpii,Sapotaceae,54,24.3,33.61,C,2
T08,189,guajara-bolacha,Pouteria oppositifolia,Sapotaceae,61.8,27.43,39.17,C,2
T08,190,ucuuba,Virola michelii,Myristicaceae,43.8,16.14,27.44,S,2
T08,191,uxi,Endopleura uchi,Humiriaceae,66.8,17.99,33.67,C,2
T08,192,morta,NA,NA,42.3,NA,5.68,NA,NA
T08,193,abiurana casca fina,Pouteria retinervis,Sapotaceae,35,22.35,32.54,C,2
T08,194,breu barrote,Tetragastris panamensis,Burseraceae,45.3,19.54,27.53,C,2
T08,195,abiurana casca fina,Pouteria retinervis,Sapotaceae,37.5,24.34,33.81,C,2
T08,196,macaranduba,Manilkara huberi,Sapotaceae,54.3,26.26,36.68,C,2
T08,197,matamata branco,Eschweilera coriacea,Lecythidaceae,53.7,27.16,37.35,C,2
T08,198,matamata preto,Eschweilera ovata,Lecythidaceae,53,29.69,39.45,C,2
T08,199,ucurana,Sloanea guianensis,Elaeocarpaceae,50,22.56,31.77,C,2
T08,200,matamata branco,Eschweilera coriacea,Lecythidaceae,38,22.45,29.88,C,2
T08,201,tachi preto,Tachigali myrmecophila,Fabaceae,41.5,17.9,31.8,C,2
T08,202,caramuxi,Pouteria hispida,Sapotaceae,40.8,21.21,37.26,C,2
T08,203,matamata preto,Eschweilera ovata,Lecythidaceae,36.8,26.83,35.52,C,2
T08,204,breu barrote,Tetragastris panamensis,Burseraceae,38.4,18.6,31.43,C,2
T09,3,inga,Inga marginata,Fabaceae,27.2,11.82,20.85,S,1
T09,4,barrote,Tetragastris altissima,Burseraceae,42.4,23.62,32.65,C,2
T09,6,abiurana,Pouteria gongrijpii,Sapotaceae,47.9,21.15,27.12,C,1
T09,7,morta,NA,NA,48.6,NA,2.14,NA,NA
T09,8,breu vermelho,Protium hebetatum,Burseraceae,63.7,26.4,38.09,C,1
T09,10,tento,Ormosia coccinea,Fabaceae,57,3.89,5.79,NA,NA
T09,11,jarana,Lecythis lurida,Lecythidaceae,20.3,13.86,23.75,S,2
T09,12,morta,NA,NA,10.9,NA,12.32,NA,NA
T09,13,abiurana,Pouteria gongrijpii,Sapotaceae,75,18.44,31.04,E,1
T09,14,iperana,Eperua bijuga,Fabaceae,51.2,20.45,31.87,C,1
T09,15,uxirana,Sacoglottis guianensis,Humiriaceae,52.7,19.9,34.52,C,1
T09,20,andiroba,Carapa guianensis,Meliaceae,19,12.56,19.7,S,2
T09,23,matamata,Eschweilera parviflora,Lecythidaceae,36.2,10.82,15.63,S,2
T09,24,arataciu,Sagotia racemosa,Euphorbiaceae,10.5,9.35,13.82,S,2
T09,25,morta,NA,NA,41.8,NA,18.33,NA,NA
T09,26,abiurana,Pouteria gongrijpii,Sapotaceae,51.7,22.48,34.41,C,1
T09,28,jatereu,Lecythis idatimon,Lecythidaceae,19,19.29,31.52,S,3
T09,30,abiurana,Pouteria gongrijpii,Sapotaceae,35.8,22.56,31.35,C,1
T09,31,jarana,Lecythis lurida,Lecythidaceae,92,25.97,35.29,S,1
T09,32,abiurana,Pouteria gongrijpii,Sapotaceae,44.7,17.09,35.99,C,1
T09,34,barrote,Tetragastris altissima,Burseraceae,59.8,27.18,36.95,C,1
T09,36,jatereu,Lecythis idatimon,Lecythidaceae,12.5,13.14,17.86,S,2
T09,37,matamata,Eschweilera parviflora,Lecythidaceae,45,19.86,28.97,S,2
T09,39,matamata,Eschweilera parviflora,Lecythidaceae,20.8,15.17,23.04,S,2
T09,40,abiu cutite,NA,NA,58.4,24.43,36.95,C,1
T09,41,abiurana,Pouteria gongrijpii,Sapotaceae,99,11.15,14.39,S,3
T09,42,jatereu,Lecythis idatimon,Lecythidaceae,24,22.94,29.18,C,1
T09,43,morta,NA,NA,24.6,NA,4.31,NA,NA
T09,44,castanha-sapucaia,Lecythis pisonis,Lecythidaceae,109.8,37.2,50.87,E,1
T09,45,uxi,Endopleura uchi,Humiriaceae,14.4,10.2,20.73,C,2
T09,46,matamata,Eschweilera parviflora,Lecythidaceae,14.3,7.81,9.3,S,2
T09,49,caramuxi,Pouteria hispida,Sapotaceae,51.1,33.17,40.8,E,1
T09,50,abiu cutite,NA,NA,50.4,21.64,30.06,C,1
T09,52,ingarana,Inga sp.,Fabaceae,18.5,10.3,13.52,S,2
T09,57,capueiro,Rinorea guianensis,Violaceae,11.5,7.99,12.01,S,1
T09,58,joao-mole,Neea oppositifolia,Nyctaginaceae,13.3,6.41,9.44,S,3
T09,59,murta,Strychnos subcordata,Loganiaceae,40,18.89,31.57,S,2
